iso2,network_id,network_name,mcc,mnc,cc,prefix,live_coverage,rates
DE,82760002,E-Plus Mobilfunk (Telefonica),262,3,49,49176,TRUE,0.000924
DE,82760002,E-Plus Mobilfunk (Telefonica),262,3,49,49179,TRUE,0.000924
DE,82760004,Telefonica Germany GmbH & Co. OHG,262,7,49,49159,TRUE,0.000924
DE,82760004,Telefonica Germany GmbH & Co. OHG,262,7,49,491590,TRUE,0.000924
DE,82760005,sipgate Wireless GmbH,262,12,49,491579,TRUE,0.000924
DE,82760006,Telekom Deutschland GmbH,262,1,49,49151,TRUE,0.000924
DE,82760006,Telekom Deutschland GmbH,262,1,49,49160,TRUE,0.000924
DE,82760006,Telekom Deutschland GmbH,262,1,49,49170,TRUE,0.000924
DE,82760006,Telekom Deutschland GmbH,262,1,49,49171,TRUE,0.000924
DE,82760006,Telekom Deutschland GmbH,262,1,49,49175,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,491520,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,491522,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,491523,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,491525,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,491526,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,49162,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,49172,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,49173,TRUE,0.000924
DE,82760007,Truphone GmbH,262,42,49,49174,TRUE,0.000924
DE,82760009,Vodafone GmbH,262,2,49,49152,TRUE,0.000924
DE,82760009,Vodafone GmbH,262,2,49,491524,TRUE,1.000924
DE,82760009,Vodafone GmbH,262,2,49,491527,TRUE,2.000924
DE,82760009,Vodafone GmbH,262,2,49,491528,TRUE,3.000924
DE,82760009,Vodafone GmbH,262,2,49,491529,TRUE,4.000924
DK,45521,Hi3G (Three Denmark),238,6,45,452596,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,452597,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45311,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45312,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453130,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531310,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531311,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531313,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531314,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531315,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531316,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531317,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531318,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,4531319,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453132,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453133,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453134,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453135,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453136,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453137,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453138,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,453139,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45314,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45315,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45316,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45317,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454261,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454262,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454263,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454264,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454265,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454266,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454267,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454268,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454269,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454271,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454272,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454273,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454274,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454283,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454291,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454292,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454294,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,454295,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,455211,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,455212,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45535,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45536,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45537,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,45538,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456051,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456052,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456053,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456054,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456055,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456056,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456057,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456058,TRUE,0.001155
DK,45521,Hi3G (Three Denmark),238,6,45,456059,TRUE,0.001155
DK,45530,LinkMobile,238,28,45,4525984,TRUE,0.001155
DK,45530,LinkMobile,238,28,45,4525988,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45318,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,455064,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45713,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45714,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45715,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45716,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45718,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45914,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45916,TRUE,0.001155
DK,45531,Lycamobile,238,12,45,45917,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,452591,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,452592,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,452595,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,4525980,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,4525982,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,4525989,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,454275,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455060,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455061,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455210,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455220,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455230,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455240,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455250,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455251,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,455258,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,456099,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,457170,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,457172,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458141,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458161,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458171,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458172,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458173,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458174,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458175,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458177,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458180,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,458188,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459115,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459116,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459117,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459118,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459122,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459123,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459124,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459125,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459189,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459210,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459211,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459212,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459213,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459214,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459215,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459216,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459217,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459222,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459243,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459244,TRUE,0.001155
DK,45542,TDC (Nuuday A/S),238,1,45,459299,TRUE,0.001155
DK,45543,Tel42,238,42,45,,TRUE,0.001155
DK,45548,Telia,238,20,45,452395,TRUE,0.001155
DK,45548,Telia,238,20,45,45261,TRUE,0.001155
DK,45548,Telia,238,20,45,45262,TRUE,0.001155
DK,45548,Telia,238,20,45,45263,TRUE,0.001155
DK,45548,Telia,238,20,45,45264,TRUE,0.001155
DK,45548,Telia,238,20,45,45265,TRUE,0.001155
DK,45548,Telia,238,20,45,45266,TRUE,0.001155
DK,45548,Telia,238,20,45,45267,TRUE,0.001155
DK,45548,Telia,238,20,45,45268,TRUE,0.001155
DK,45548,Telia,238,20,45,45269,TRUE,0.001155
DK,45548,Telia,238,20,45,45271,TRUE,0.001155
DK,45548,Telia,238,20,45,45272,TRUE,0.001155
DK,45548,Telia,238,20,45,45273,TRUE,0.001155
DK,45548,Telia,238,20,45,45274,TRUE,0.001155
DK,45548,Telia,238,20,45,45275,TRUE,0.001155
DK,45548,Telia,238,20,45,45276,TRUE,0.001155
DK,45548,Telia,238,20,45,45277,TRUE,0.001155
DK,45548,Telia,238,20,45,45278,TRUE,0.001155
DK,45548,Telia,238,20,45,45279,TRUE,0.001155
DK,45548,Telia,238,20,45,45420,TRUE,0.001155
DK,45548,Telia,238,20,45,45421,TRUE,0.001155
DK,45548,Telia,238,20,45,45422,TRUE,0.001155
DK,45548,Telia,238,20,45,45423,TRUE,0.001155
DK,45548,Telia,238,20,45,454276,TRUE,0.001155
DK,45548,Telia,238,20,45,454277,TRUE,0.001155
DK,45548,Telia,238,20,45,454278,TRUE,0.001155
DK,45548,Telia,238,20,45,454279,TRUE,0.001155
DK,45548,Telia,238,20,45,454282,TRUE,0.001155
DK,45548,Telia,238,20,45,454286,TRUE,0.001155
DK,45548,Telia,238,20,45,454296,TRUE,0.001155
DK,45548,Telia,238,20,45,454297,TRUE,0.001155
DK,45548,Telia,238,20,45,454298,TRUE,0.001155
DK,45548,Telia,238,20,45,454299,TRUE,0.001155
DK,45548,Telia,238,20,45,455188,TRUE,0.001155
DK,45548,Telia,238,20,45,455189,TRUE,0.001155
DK,45548,Telia,238,20,45,455213,TRUE,0.001155
DK,45548,Telia,238,20,45,455214,TRUE,0.001155
DK,45548,Telia,238,20,45,455215,TRUE,0.001155
DK,45548,Telia,238,20,45,455216,TRUE,0.001155
DK,45548,Telia,238,20,45,455217,TRUE,0.001155
DK,45548,Telia,238,20,45,455218,TRUE,0.001155
DK,45548,Telia,238,20,45,455219,TRUE,0.001155
DK,45548,Telia,238,20,45,455221,TRUE,0.001155
DK,45548,Telia,238,20,45,455223,TRUE,0.001155
DK,45548,Telia,238,20,45,455224,TRUE,0.001155
DK,45548,Telia,238,20,45,455226,TRUE,0.001155
DK,45548,Telia,238,20,45,455227,TRUE,0.001155
DK,45548,Telia,238,20,45,455228,TRUE,0.001155
DK,45548,Telia,238,20,45,455229,TRUE,0.001155
DK,45548,Telia,238,20,45,45523,TRUE,0.001155
DK,45548,Telia,238,20,45,455231,TRUE,0.001155
DK,45548,Telia,238,20,45,455232,TRUE,0.001155
DK,45548,Telia,238,20,45,455234,TRUE,0.001155
DK,45548,Telia,238,20,45,455235,TRUE,0.001155
DK,45548,Telia,238,20,45,455236,TRUE,0.001155
DK,45548,Telia,238,20,45,455237,TRUE,0.001155
DK,45548,Telia,238,20,45,455238,TRUE,0.001155
DK,45548,Telia,238,20,45,455239,TRUE,0.001155
DK,45548,Telia,238,20,45,45524,TRUE,0.001155
DK,45548,Telia,238,20,45,455241,TRUE,0.001155
DK,45548,Telia,238,20,45,455243,TRUE,0.001155
DK,45548,Telia,238,20,45,455245,TRUE,0.001155
DK,45548,Telia,238,20,45,455246,TRUE,0.001155
DK,45548,Telia,238,20,45,455247,TRUE,0.001155
DK,45548,Telia,238,20,45,455248,TRUE,0.001155
DK,45548,Telia,238,20,45,455249,TRUE,0.001155
DK,45548,Telia,238,20,45,455319,TRUE,0.001155
DK,45548,Telia,238,20,45,45532,TRUE,0.001155
DK,45548,Telia,238,20,45,45533,TRUE,0.001155
DK,45548,Telia,238,20,45,455330,TRUE,0.001155
DK,45548,Telia,238,20,45,455331,TRUE,0.001155
DK,45548,Telia,238,20,45,455332,TRUE,0.001155
DK,45548,Telia,238,20,45,455334,TRUE,0.001155
DK,45548,Telia,238,20,45,455335,TRUE,0.001155
DK,45548,Telia,238,20,45,455336,TRUE,0.001155
DK,45548,Telia,238,20,45,455337,TRUE,0.001155
DK,45548,Telia,238,20,45,455338,TRUE,0.001155
DK,45548,Telia,238,20,45,455339,TRUE,0.001155
DK,45548,Telia,238,20,45,45534,TRUE,0.001155
DK,45548,Telia,238,20,45,45601,TRUE,0.001155
DK,45548,Telia,238,20,45,45602,TRUE,0.001155
DK,45548,Telia,238,20,45,45603,TRUE,0.001155
DK,45548,Telia,238,20,45,45604,TRUE,0.001155
DK,45548,Telia,238,20,45,456098,TRUE,0.001155
DK,45548,Telia,238,20,45,456146,TRUE,0.001155
DK,45548,Telia,238,20,45,458145,TRUE,0.001155
DK,45555,Tismi BV (Denmark),238,16,45,316350,TRUE,0.001155
DK,45555,Tismi BV (Denmark),238,16,45,316352,TRUE,1.001155
DM,1767501,Digicel Caribbean,338,50,1767,187624,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187625,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187626,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876275,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876276,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876277,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876278,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876279,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187628,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187629,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187630,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876301,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876302,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876303,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876304,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876305,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876306,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876307,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876308,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876309,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187635,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187636,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187637,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187638,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187639,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876401,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876402,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876403,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876404,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876405,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876406,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876407,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876408,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876409,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187641,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876410,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876411,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876412,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876413,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876414,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876415,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876416,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876417,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876418,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876419,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187642,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187643,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187644,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876440,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876441,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876442,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876443,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876445,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876446,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876447,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876448,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876449,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187645,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187646,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187647,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187648,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187649,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876503,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876504,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876505,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876506,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876507,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876508,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876509,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187652,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876520,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876521,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876522,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876524,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876527,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876528,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876529,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187655,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876550,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876551,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876552,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876553,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876554,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876556,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876557,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876558,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876559,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876560,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876561,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876562,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876564,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876565,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876566,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876567,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876568,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876569,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187657,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187658,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187659,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876618,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876619,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876648,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876649,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876665,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876667,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876668,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,1876669,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187684,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187685,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187686,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187687,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187688,TRUE,0.0010605
DM,1767501,Digicel Caribbean,338,50,1767,187689,TRUE,0.0010605
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809601,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809602,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809603,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809605,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809607,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809608,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809609,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809610,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809613,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809627,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809653,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809654,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809657,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809660,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809702,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809703,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809704,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809705,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809706,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809708,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809712,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809713,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809714,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809715,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809779,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809780,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809781,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809801,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809802,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809803,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809804,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809805,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809815,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809816,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809817,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809819,TRUE,0.000483
DO,1809500,Altice (Orange Dominicana),370,1,1809,1809820,TRUE,0.000483
